20150112	100000	6500.000000000
20150112	100000	6498.000000000
20150112	100000	6497.000000000
20150112	100000	6496.000000000
20150112	100000	6493.000000000
20150112	100000	6490.000000000
20150112	100000	6487.000000000
20150112	100000	6486.000000000
20150112	100000	6481.000000000
20150112	100000	6479.000000000
20150112	100000	6475.000000000
20150112	100000	6473.000000000
20150112	100000	6472.000000000
20150112	100000	6470.000000000
20150112	100000	6469.000000000
20150112	100000	6465.000000000
20150112	100000	6463.000000000
20150112	100000	6462.000000000
20150112	100000	6461.000000000
20150112	100000	6455.000000000
20150112	100000	6454.000000000
20150112	100000	6453.000000000
20150112	100000	6452.000000000
20150112	100000	6451.000000000
20150112	100000	6450.000000000
20150112	100000	6445.000000000
20150112	100000	6442.000000000
20150112	100000	6441.000000000
20150112	100000	6440.000000000
20150112	100000	6438.000000000
20150112	100000	6435.000000000
20150112	100000	6434.000000000
20150112	100000	6432.000000000
20150112	100000	6431.000000000
20150112	100000	6430.000000000
20150112	100000	6428.000000000
20150112	100000	6427.000000000
20150112	100000	6425.000000000
20150112	100000	6423.000000000
20150112	100000	6421.000000000
20150112	100000	6417.000000000
20150112	100000	6416.000000000
20150112	100000	6415.000000000
20150112	100000	6414.000000000
20150112	100000	6413.000000000
20150112	100000	6411.000000000
20150112	100000	6410.000000000
20150112	100000	6409.000000000
20150112	100000	6407.000000000
20150112	100000	6408.000000000
20150112	100000	6405.000000000
20150112	100000	6404.000000000
20150112	100000	6406.000000000
20150112	100000	6403.000000000
20150112	100000	6402.000000000
20150112	100000	6401.000000000
20150112	100000	6400.000000000
20150112	100000	6399.000000000
20150112	100000	6397.000000000
20150112	100000	6394.000000000
20150112	100000	6393.000000000
20150112	100000	6391.000000000
20150112	100000	6390.000000000
20150112	100000	6386.000000000
20150112	100000	6383.000000000
20150112	100000	6380.000000000
20150112	100000	6381.000000000
20150112	100000	6379.000000000
20150112	100000	6378.000000000
20150112	100000	6375.000000000
20150112	100000	6376.000000000
20150112	100000	6387.000000000
20150112	100000	6398.000000000
20150112	100000	6388.000000000
20150112	100001	6389.000000000
20150112	100001	6397.000000000
20150112	100001	6400.000000000
20150112	100001	6388.000000000
20150112	100001	6401.000000000
20150112	100001	6402.000000000
20150112	100001	6403.000000000
20150112	100001	6418.000000000
20150112	100001	6390.000000000
20150112	100001	6391.000000000
20150112	100001	6396.000000000
20150112	100001	6387.000000000
20150112	100001	6399.000000000
20150112	100002	6389.000000000
20150112	100002	6388.000000000
20150112	100002	6387.000000000
20150112	100002	6385.000000000
20150112	100002	6383.000000000
20150112	100002	6393.000000000
20150112	100002	6384.000000000
20150112	100002	6394.000000000
20150112	100002	6392.000000000
20150112	100002	6390.000000000
20150112	100002	6391.000000000
20150112	100002	6395.000000000
20150112	100002	6381.000000000
20150112	100002	6380.000000000
20150112	100002	6379.000000000
20150112	100002	6377.000000000
20150112	100002	6375.000000000
20150112	100002	6374.000000000
20150112	100002	6373.000000000
20150112	100002	6372.000000000
20150112	100002	6371.000000000
20150112	100002	6368.000000000
20150112	100002	6366.000000000
20150112	100002	6364.000000000
20150112	100002	6363.000000000
20150112	100002	6362.000000000
20150112	100002	6365.000000000
20150112	100002	6361.000000000
20150112	100002	6360.000000000
20150112	100002	6358.000000000
20150112	100002	6357.000000000
20150112	100002	6356.000000000
