20150109	100000	6690.000000000
20150109	100000	6696.000000000
20150109	100000	6697.000000000
20150109	100000	6709.000000000
20150109	100000	6691.000000000
20150109	100000	6689.000000000
20150109	100000	6688.000000000
20150109	100000	6687.000000000
20150109	100000	6686.000000000
20150109	100000	6685.000000000
20150109	100000	6713.000000000
20150109	100000	6714.000000000
20150109	100000	6715.000000000
20150109	100000	6717.000000000
20150109	100001	6717.000000000
20150109	100001	6718.000000000
20150109	100001	6719.000000000
20150109	100001	6720.000000000
20150109	100001	6721.000000000
20150109	100001	6694.000000000
20150109	100001	6716.000000000
20150109	100001	6713.000000000
20150109	100001	6697.000000000
20150109	100001	6696.000000000
20150109	100001	6722.000000000
20150109	100001	6701.000000000
20150109	100001	6723.000000000
20150109	100001	6705.000000000
20150109	100001	6724.000000000
20150109	100001	6707.000000000
20150109	100001	6725.000000000
20150109	100002	6713.000000000
20150109	100002	6721.000000000
20150109	100002	6726.000000000
20150109	100002	6712.000000000
20150109	100002	6711.000000000
20150109	100002	6710.000000000
20150109	100002	6709.000000000
20150109	100002	6723.000000000
20150109	100002	6720.000000000
20150109	100002	6724.000000000
20150109	100003	6721.000000000
20150109	100003	6725.000000000
20150109	100003	6726.000000000
20150109	100003	6728.000000000
20150109	100003	6729.000000000
20150109	100003	6730.000000000
20150109	100003	6731.000000000
20150109	100003	6732.000000000
20150109	100003	6734.000000000
20150109	100003	6735.000000000
20150109	100004	6735.000000000
20150109	100004	6737.000000000
20150109	100004	6724.000000000
20150109	100004	6730.000000000
20150109	100004	6739.000000000
20150109	100004	6734.000000000
20150109	100004	6733.000000000
20150109	100005	6735.000000000
20150109	100005	6740.000000000
20150109	100005	6745.000000000
20150109	100005	6739.000000000
20150109	100005	6747.000000000
20150109	100005	6741.000000000
20150109	100005	6742.000000000
20150109	100005	6746.000000000
20150109	100005	6748.000000000
20150109	100005	6749.000000000
20150109	100005	6750.000000000
20150109	100005	6752.000000000
20150109	100005	6753.000000000
20150109	100006	6753.000000000
20150109	100006	6754.000000000
20150109	100006	6752.000000000
20150109	100006	6755.000000000
20150109	100007	6755.000000000
20150109	100007	6756.000000000
20150109	100007	6757.000000000
20150109	100007	6751.000000000
20150109	100007	6760.000000000
20150109	100007	6762.000000000
20150109	100007	6763.000000000
20150109	100007	6764.000000000
20150109	100007	6765.000000000
20150109	100007	6769.000000000
20150109	100007	6768.000000000
20150109	100008	6764.000000000
20150109	100008	6762.000000000
20150109	100008	6761.000000000
20150109	100008	6769.000000000
20150109	100008	6770.000000000
20150109	100008	6771.000000000
20150109	100008	6772.000000000
20150109	100008	6763.000000000
20150109	100008	6773.000000000
20150109	100008	6774.000000000
20150109	100008	6775.000000000
20150109	100008	6776.000000000
20150109	100008	6765.000000000
20150109	100009	6762.000000000
20150109	100009	6772.000000000
20150109	100009	6763.000000000
20150109	100009	6761.000000000
20150109	100009	6775.000000000
20150109	100009	6776.000000000
20150109	100010	6762.000000000
20150109	100010	6773.000000000
20150109	100010	6774.000000000
20150109	100010	6763.000000000
20150109	100010	6764.000000000
20150109	100011	6767.000000000
20150109	100011	6765.000000000
20150109	100011	6770.000000000
20150109	100011	6766.000000000
20150109	100012	6770.000000000
20150109	100012	6773.000000000
20150109	100012	6774.000000000
20150109	100012	6775.000000000
20150109	100012	6765.000000000
20150109	100012	6764.000000000
20150109	100012	6763.000000000
20150109	100012	6762.000000000
20150109	100012	6769.000000000
20150109	100013	6771.000000000
20150109	100013	6768.000000000
20150109	100013	6765.000000000
20150109	100013	6764.000000000
20150109	100013	6763.000000000
20150109	100013	6762.000000000
20150109	100013	6761.000000000
20150109	100014	6769.000000000
20150109	100014	6770.000000000
20150109	100014	6771.000000000
20150109	100014	6772.000000000
20150109	100014	6773.000000000
20150109	100014	6761.000000000
20150109	100014	6760.000000000
20150109	100014	6774.000000000
20150109	100015	6760.000000000
20150109	100015	6771.000000000
20150109	100015	6758.000000000
20150109	100015	6772.000000000
20150109	100015	6759.000000000
20150109	100015	6757.000000000
20150109	100016	6758.000000000
20150109	100016	6771.000000000
20150109	100016	6772.000000000
20150109	100016	6759.000000000
20150109	100017	6758.000000000
20150109	100017	6755.000000000
20150109	100018	6754.000000000
20150109	100018	6753.000000000
20150109	100018	6758.000000000
20150109	100018	6761.000000000
20150109	100018	6762.000000000
20150109	100018	6767.000000000
20150109	100018	6757.000000000
20150109	100018	6756.000000000
20150109	100018	6752.000000000
20150109	100018	6750.000000000
20150109	100018	6747.000000000
20150109	100018	6745.000000000
20150109	100019	6741.000000000
20150109	100019	6735.000000000
20150109	100019	6734.000000000
20150109	100019	6739.000000000
20150109	100019	6738.000000000
20150109	100019	6743.000000000
20150109	100019	6744.000000000
20150109	100019	6733.000000000
20150109	100019	6736.000000000
20150109	100019	6737.000000000
20150109	100019	6730.000000000
20150109	100020	6743.000000000
20150109	100020	6744.000000000
