20131216	100000	33385.0000000	33385.0000000	33350.0000000	33364.0000000	13270
20131216	100500	33364.0000000	33368.0000000	33360.0000000	33365.0000000	9531
20131216	101000	33365.0000000	33370.0000000	33363.0000000	33370.0000000	3800
20131216	101500	33370.0000000	33380.0000000	33367.0000000	33380.0000000	3939
20131216	102000	33380.0000000	33391.0000000	33379.0000000	33385.0000000	4552
20131216	102500	33387.0000000	33389.0000000	33380.0000000	33382.0000000	5746
20131216	103000	33385.0000000	33386.0000000	33381.0000000	33382.0000000	1950
20131216	103500	33382.0000000	33384.0000000	33375.0000000	33375.0000000	6399
20131216	104000	33375.0000000	33377.0000000	33372.0000000	33377.0000000	5235
20131216	104500	33377.0000000	33380.0000000	33373.0000000	33379.0000000	2859
20131216	105000	33379.0000000	33384.0000000	33375.0000000	33383.0000000	6786
20131216	105500	33384.0000000	33384.0000000	33378.0000000	33384.0000000	4943
20131216	110000	33382.0000000	33403.0000000	33381.0000000	33395.0000000	19605
20131216	110500	33396.0000000	33398.0000000	33375.0000000	33376.0000000	11292
20131216	111000	33378.0000000	33384.0000000	33374.0000000	33378.0000000	9890
20131216	111500	33378.0000000	33388.0000000	33376.0000000	33386.0000000	8437
20131216	112000	33386.0000000	33388.0000000	33380.0000000	33386.0000000	3177
20131216	112500	33385.0000000	33389.0000000	33380.0000000	33388.0000000	4032
20131216	113000	33387.0000000	33390.0000000	33384.0000000	33388.0000000	10984
20131216	113500	33388.0000000	33395.0000000	33382.0000000	33389.0000000	12459
20131216	114000	33389.0000000	33392.0000000	33384.0000000	33386.0000000	3002
20131216	114500	33386.0000000	33389.0000000	33367.0000000	33385.0000000	17686
20131216	115000	33385.0000000	33386.0000000	33382.0000000	33384.0000000	3072
20131216	115500	33386.0000000	33399.0000000	33384.0000000	33399.0000000	20662
20131216	120000	33399.0000000	33399.0000000	33391.0000000	33396.0000000	10710
20131216	120500	33395.0000000	33409.0000000	33395.0000000	33404.0000000	13996
20131216	121000	33403.0000000	33413.0000000	33400.0000000	33403.0000000	10439
20131216	121500	33403.0000000	33405.0000000	33393.0000000	33400.0000000	15169
20131216	122000	33400.0000000	33410.0000000	33398.0000000	33401.0000000	12017
20131216	122500	33401.0000000	33404.0000000	33378.0000000	33385.0000000	32145
20131216	123000	33387.0000000	33389.0000000	33377.0000000	33386.0000000	9939
20131216	123500	33385.0000000	33393.0000000	33382.0000000	33386.0000000	22277
20131216	124000	33387.0000000	33393.0000000	33381.0000000	33391.0000000	7688
20131216	124500	33392.0000000	33393.0000000	33384.0000000	33390.0000000	13269
20131216	125000	33390.0000000	33395.0000000	33385.0000000	33390.0000000	6927
20131216	125500	33391.0000000	33395.0000000	33389.0000000	33389.0000000	6999
20131216	130000	33389.0000000	33391.0000000	33386.0000000	33391.0000000	7529
20131216	130500	33389.0000000	33391.0000000	33386.0000000	33387.0000000	11843
20131216	131000	33388.0000000	33392.0000000	33387.0000000	33389.0000000	14893
20131216	131500	33389.0000000	33393.0000000	33387.0000000	33388.0000000	6258
20131216	132000	33390.0000000	33391.0000000	33386.0000000	33391.0000000	5489
20131216	132500	33389.0000000	33390.0000000	33384.0000000	33389.0000000	3698
20131216	133000	33389.0000000	33390.0000000	33385.0000000	33386.0000000	6277
20131216	133500	33386.0000000	33388.0000000	33384.0000000	33387.0000000	8133
20131216	134000	33387.0000000	33388.0000000	33384.0000000	33384.0000000	7562
20131216	134500	33385.0000000	33387.0000000	33382.0000000	33383.0000000	9030
20131216	135000	33384.0000000	33386.0000000	33381.0000000	33383.0000000	2662
20131216	135500	33384.0000000	33390.0000000	33382.0000000	33386.0000000	4837
20131216	140000	33386.0000000	33388.0000000	33384.0000000	33388.0000000	601
20131216	140500	33387.0000000	33389.0000000	33384.0000000	33385.0000000	2603
20131216	141000	33385.0000000	33389.0000000	33384.0000000	33386.0000000	3764
20131216	141500	33386.0000000	33389.0000000	33382.0000000	33384.0000000	5228
20131216	142000	33386.0000000	33386.0000000	33380.0000000	33384.0000000	4540
20131216	142500	33384.0000000	33385.0000000	33380.0000000	33382.0000000	2940
20131216	143000	33382.0000000	33388.0000000	33377.0000000	33377.0000000	8751
20131216	143500	33377.0000000	33382.0000000	33375.0000000	33380.0000000	11724
20131216	144000	33380.0000000	33383.0000000	33377.0000000	33382.0000000	4429
20131216	144500	33382.0000000	33382.0000000	33378.0000000	33380.0000000	4875
20131216	145000	33380.0000000	33385.0000000	33377.0000000	33378.0000000	5799
20131216	145500	33378.0000000	33390.0000000	33378.0000000	33388.0000000	5166
20131216	150000	33388.0000000	33389.0000000	33381.0000000	33388.0000000	4442
20131216	150500	33387.0000000	33388.0000000	33383.0000000	33386.0000000	2500
20131216	151000	33386.0000000	33389.0000000	33383.0000000	33386.0000000	5416
20131216	151500	33388.0000000	33390.0000000	33384.0000000	33387.0000000	3291
20131216	152000	33387.0000000	33389.0000000	33382.0000000	33382.0000000	6946
20131216	152500	33384.0000000	33384.0000000	33375.0000000	33378.0000000	7267
20131216	153000	33378.0000000	33382.0000000	33375.0000000	33381.0000000	5201
20131216	153500	33381.0000000	33381.0000000	33370.0000000	33372.0000000	4466
20131216	154000	33374.0000000	33374.0000000	33357.0000000	33359.0000000	13628
20131216	154500	33357.0000000	33365.0000000	33350.0000000	33350.0000000	18323
20131216	155000	33350.0000000	33361.0000000	33346.0000000	33355.0000000	20785
20131216	155500	33353.0000000	33360.0000000	33353.0000000	33358.0000000	9933
20131216	160000	33358.0000000	33363.0000000	33358.0000000	33361.0000000	3007
20131216	160500	33362.0000000	33366.0000000	33358.0000000	33364.0000000	5777
20131216	161000	33361.0000000	33365.0000000	33359.0000000	33362.0000000	9234
20131216	161500	33361.0000000	33370.0000000	33360.0000000	33367.0000000	7284
20131216	162000	33367.0000000	33374.0000000	33365.0000000	33369.0000000	7705
20131216	162500	33369.0000000	33376.0000000	33364.0000000	33374.0000000	17948
20131216	163000	33373.0000000	33380.0000000	33369.0000000	33375.0000000	7399
20131216	163500	33375.0000000	33380.0000000	33372.0000000	33378.0000000	14668
20131216	164000	33378.0000000	33382.0000000	33374.0000000	33375.0000000	6402
20131216	164500	33375.0000000	33378.0000000	33373.0000000	33375.0000000	1709
20131216	165000	33377.0000000	33378.0000000	33373.0000000	33373.0000000	2890
20131216	165500	33373.0000000	33377.0000000	33367.0000000	33369.0000000	17448
20131216	170000	33369.0000000	33373.0000000	33365.0000000	33367.0000000	3853
20131216	170500	33367.0000000	33373.0000000	33366.0000000	33373.0000000	1962
20131216	171000	33373.0000000	33379.0000000	33370.0000000	33379.0000000	3324
20131216	171500	33380.0000000	33383.0000000	33378.0000000	33378.0000000	5106
20131216	172000	33378.0000000	33387.0000000	33375.0000000	33380.0000000	23871
20131216	172500	33380.0000000	33383.0000000	33379.0000000	33383.0000000	1151
20131216	173000	33381.0000000	33386.0000000	33380.0000000	33383.0000000	3665
20131216	173500	33383.0000000	33398.0000000	33382.0000000	33398.0000000	8143
20131216	174000	33396.0000000	33397.0000000	33387.0000000	33389.0000000	9237
20131216	174500	33389.0000000	33395.0000000	33385.0000000	33391.0000000	3846
20131216	175000	33390.0000000	33398.0000000	33389.0000000	33396.0000000	5177
20131216	175500	33396.0000000	33401.0000000	33395.0000000	33399.0000000	10458
20131216	180000	33401.0000000	33405.0000000	33395.0000000	33398.0000000	17162
20131216	180500	33397.0000000	33398.0000000	33391.0000000	33394.0000000	3883
20131216	181000	33393.0000000	33394.0000000	33387.0000000	33392.0000000	2084
20131216	181500	33392.0000000	33399.0000000	33388.0000000	33394.0000000	7706
20131216	182000	33394.0000000	33400.0000000	33390.0000000	33391.0000000	3620
20131216	182500	33392.0000000	33405.0000000	33392.0000000	33404.0000000	4543
20131216	183000	33405.0000000	33406.0000000	33397.0000000	33403.0000000	6128
20131216	183500	33402.0000000	33421.0000000	33396.0000000	33416.0000000	17448
20131216	184000	33416.0000000	33429.0000000	33412.0000000	33412.0000000	15873
20131216	191000	33425.0000000	33465.0000000	33423.0000000	33455.0000000	46123
20131216	191500	33455.0000000	33457.0000000	33442.0000000	33448.0000000	12165
20131216	192000	33447.0000000	33447.0000000	33433.0000000	33438.0000000	5917
20131216	192500	33438.0000000	33440.0000000	33427.0000000	33429.0000000	9414
20131216	193000	33429.0000000	33433.0000000	33423.0000000	33425.0000000	6081
20131216	193500	33425.0000000	33436.0000000	33423.0000000	33425.0000000	1391
20131216	194000	33425.0000000	33427.0000000	33413.0000000	33418.0000000	5009
20131216	194500	33420.0000000	33420.0000000	33415.0000000	33415.0000000	1591
20131216	195000	33416.0000000	33424.0000000	33416.0000000	33420.0000000	1621
20131216	195500	33420.0000000	33438.0000000	33417.0000000	33437.0000000	1940
20131216	200000	33439.0000000	33445.0000000	33428.0000000	33432.0000000	3437
20131216	200500	33433.0000000	33433.0000000	33425.0000000	33425.0000000	343
20131216	201000	33428.0000000	33432.0000000	33425.0000000	33427.0000000	367
20131216	201500	33428.0000000	33431.0000000	33421.0000000	33422.0000000	1352
20131216	202000	33425.0000000	33425.0000000	33410.0000000	33420.0000000	2996
20131216	202500	33420.0000000	33428.0000000	33419.0000000	33420.0000000	2084
20131216	203000	33418.0000000	33421.0000000	33409.0000000	33410.0000000	2188
20131216	203500	33410.0000000	33412.0000000	33406.0000000	33408.0000000	1690
20131216	204000	33409.0000000	33412.0000000	33402.0000000	33410.0000000	3083
20131216	204500	33412.0000000	33413.0000000	33409.0000000	33411.0000000	452
